station id, station name, valid,povp. dnevna T [°C],oblačnost [%],močan veter,dež,sneg
_1895,LJUBLJANA - BEŽIGRAD,2012-11-06,6,80,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-07,5.8,43,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-08,7.1,60,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-09,6.5,7,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-10,6.7,93,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-11,10.4,87,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-12,12.6,100,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-13,10.8,97,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-14,8.4,93,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-15,7.3,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-16,7.1,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-17,6,57,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-18,5.3,87,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-19,8.6,100,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-20,8.9,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-21,8.5,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-22,9.5,100,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-23,9.5,100,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-24,8.3,87,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-25,11,67,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-26,12.1,77,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-27,12.6,93,da,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-28,11.7,93,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-29,7.8,97,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-11-30,3.3,100,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-01,3.4,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-02,1.4,100,ne,ne,da
_1895,LJUBLJANA - BEŽIGRAD,2012-12-03,1.1,70,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-04,-0.2,83,ne,ne,da
_1895,LJUBLJANA - BEŽIGRAD,2012-12-05,0.9,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-06,-0.1,90,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-07,-1.1,93,ne,ne,da
_1895,LJUBLJANA - BEŽIGRAD,2012-12-08,-2.5,100,da,ne,da
_1895,LJUBLJANA - BEŽIGRAD,2012-12-09,-5.1,13,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-10,-5.5,67,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-11,-5.5,10,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-12,-6.2,97,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-13,-5.4,77,ne,ne,da
_1895,LJUBLJANA - BEŽIGRAD,2012-12-14,0.9,100,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-15,3.1,100,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-16,3.3,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-17,2.8,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-18,3.3,93,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-19,1.5,70,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-20,-1.2,97,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-21,0.6,100,ne,ne,da
_1895,LJUBLJANA - BEŽIGRAD,2012-12-22,1.4,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-23,3.1,80,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-24,7.6,87,da,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-25,9.2,100,da,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-26,7.8,93,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-27,4.1,90,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-28,4.9,23,ne,da,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-29,-0.3,23,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-30,-1.8,100,ne,ne,ne
_1895,LJUBLJANA - BEŽIGRAD,2012-12-31,-1.3,100,ne,ne,da
